track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,lyrics
46IZ0fSY2mpAiktS3KOqds,0.604,0.366,5,-7.519,1,0.0282,0.578,0,0.133,0.13,141.981,224695,4,"In the beginning
There was nothing
So empty
In the space between and you came in
Turned the lights on
And created what has come to be
Before I...
Pluck your wings, cover me, please?
Spread your wings, cover me... And...

Promise this, if I die before I wake
Oh, promise this, take the time to say your grace.
On your knees you pray for me
Promise this, be the last to kiss my lips.

Alouette uette uette
Alouette uette uette
Alouette uette uette
Dйployer l'aile
Alouette uette uette
Alouette uette uette"
3XoYqtiWHhsk59frZupImG,0.718,0.709,4,-5.568,1,0.039,0.258,0,0.101,0.54,119.974,179427,4,"I just made something unexpected
Something sharp, something new
It's not symmetrical or perfect
But it's beautiful and it's mine
What else can I do?

Bring it in, bring it in
Good talk, bring it in, bring it in (what else can I do?)
Let's walk, bring it in, bring it in
Free hugs, bring it in, bring it in

I grow rows and rows of roses
Flor de mayo, by the mile
I make perfect, practiced poses
So much hides behind my smile

What could I do if I just grew what I was feelin' in the moment?
(Do you know where you're going? Whoa)
What could I do if I just knew it didn't need to be perfect?
It just needed to be? And they'd let me be?
"
5dXWFMwD7I7zXsInONVl0H,0.535,0.388,7,-9.805,0,0.155,0.507,0,0.11,0.412,106.703,174000,5,"U have just accessed the Hate Experience
Do U wish 2 change your entry?
Very well, please enjoy your experience

I never thought that U would be the one
After all the things that we've been through
U gave your body 2 another in the name of fun
I hope U had some baby, if not, boo hoo
CHORUS:
It's so sad but I hate U like a day without sunshine
It's so bad but I hate U cuz U're all that's ever on my mind
Honey, I hate U - Now everyday would be a waste of time
Cuz I hate U
I never thought that I could feel this way
2 fall in love was a table reserved 4 fools
Say U're sorry if U wanna but it's all in vain
I'm out the door sweet baby, that's right, we're through
CHORUS
This court is now in session
Would the defendant please rise?"
50nfwKoDiSYg8zOCREWAm5,0.788,0.859,2,-2.724,1,0.0856,0.281,0,0.0424,0.822,141.02,207853,4,"I apologize that I can't stay without your love
But just thinking 'bout it makes me wanna hold you close
When you feel me or caress me it just feels like home
'Cause baby your touch is so familiar
Only you who fit the picture

I got your lips on my lips
Your thighs on my mind
Don't know what we started
Your kiss is my wish
Time flies as you ride
Cannot love you harder
I know you want it baby
So I'm gonna keep you up all night
Get ready as you taste me
I'm gonna give you, I wanna give you

Shivers, shivers
Down your spine
I wanna give you shivers, shivers
Oh all night
We could be more than sinners, sinners
For a while
You know that I would give you, give you
All my life
Oh my, oh my

Skin rubbin' between your legs let's love tonight"
3yMC1KsTwh0ceXdIe4QQAQ,0.56,0.473,5,-7.23,1,0.0533,0.618,0,0.31,0.441,109.414,175345,4,"In the end, when they're all gone
When the world is silent and the days are long
Just you and I, we'll be alive
We made it on our own
'Cause everybody makes it 'till they don't
And everybody wants to think they won't
'Cause everybody makes it 'till they don't
And everybody seems to think they won't"
2QjOHCTQ1Jl3zawyYOpxh6,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400,4,
6I3mqTwhRpn34SLVafSH7G,0.601,0.741,2,-5.569,1,0.0478,0.185,2.91e-05,0.415,0.441,153.96,153190,4,"Youngblood thinks there's always tomorrow
I miss your touch on nights when I'm hollow
I know you crossed a bridge that I can't follow

Since the love that you left is all that I get
I want you to know that if I can't be close to you
I settle for the ghost of you
I miss you more than life (more than life)

And if you can't be next to me
Your memory is ecstasy
I miss you more than life
I miss you more than life
"
6f5ExP43esnvdKPddwKXJH,0.717,0.671,0,-5.077,0,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,160657,4,"Silver gray hair neatly combed in place.
There were four generations of love on her face.
She was so wise, no surprise passed her eyes,
She'd seen it all.

I was a child, oh, about three or four.
All day I'd ask questions.
At night I'd ask more.
But whenever; she never, would ever, turn me away.

I'd say how can I be sure what is right or wrong?
And why does what I want always take so long?
Please tell me where does God live
And why won't He talk to me?

I'd say, Grandma what is love?
Will I ever find out?
Why are we so poor, what is life about?
I want to know the answers before I fall off to sleep.

She sort of smiled as she tucked me in.
Then she pulled up that old rockin' chair once again.
But tonight she was slightly, remarkably
Different somehow

Slowly she rocked, lookin' half asleep.
Grandma yawned as she stretched."
2AAyBZmMVZSZfgzXRYJOWQ,0.41,0.881,2,-3.502,1,0.087,0.000406,4.26e-05,0.922,0.357,165.006,159096,4,"I am a God

Na, na, na, na, na, na
Yeah

She's got makeup by the mirror in her bedroom
Thigh-high fishnets and some black boots
Nose pierced with the cigarette perfume
Half dead but she still looks so cute
She is a monster in disguise
And she knows all the words to the trap songs
Takes pics with a cherry-red lipstick
Says she only dates guys with a big

I fell in love with an emo girl
I'm in love with an emo girl
I fell in love with an emo girl
All I want is an emo girl"
0sTlGEld0h8kIPZaKDYUf4,0.309,0.883,9,-3.825,1,0.0808,0.0673,0.00111,0.0849,0.312,159.488,195121,4,
3AVXwaOGCEL8cmBecfcsFJ,0.69,0.626,6,-5.693,1,0.306,0.105,0.000335,0.0881,0.912,184.009,185681,4,"Yeah

Why you callin' at 11:30
When you only wanna do me dirty? (Uh-uh, uh-uh)
But I hit right back
'Cause you got that-that, yeah
Why you always wanna act like lovers?
But you never wanna be each others' (Uh-uh, uh-uh)
I say don't look back
But I go right back, yeah

All of a sudden, I'm hypnotized
You're the one that I can't deny
Every time that I say I'm gonna walk away

You turn me on like a light switch
When you're movin' your body around and around
Now, I don't wanna fight this (No)
You know how to just make me want
You turn me on like a light switch
When you're movin' your body around and around
You got me in a tight grip (Yeah)
You know how to just make me want you, baby

Do you love it when you keep me guessin'? (Me guessin')"
07MDkzWARZaLEdKxo6yArG,0.773,0.47,2,-7.93,1,0.0299,0.0153,0.000193,0.0851,0.399,94.995,162680,4,"When I wake up
I can't even stay up
I slept through the day
I'm not getting younger
But when I'm older
I'll be so much stronger
I'll stay up for longer
Meet me at our spot

Caught a vibe
Baby, are you coming for the ride? (The ride, the ride, the ride)
I just wanna look into your eyes (your eyes, your eyes)
I just wanna stay for the night, night, night
When we take a drive
Maybe we can hit the 405
Hypnotized by the lights
Man, this must be the life
"
5CZ40GBx1sQ9agT82CLQCT,0.38,0.339,3,-7.885,1,0.0338,0.691,0,0.12,0.0849,100.607,229227,4,"Brown guilty eyes and
Little white lies, yeah
I played dumb but I always knew
That you talked to her
Maybe did even worse
I kept quiet so I could keep you
And ain't it funny how you ran to her
The second that we called it quits?
And ain't it funny how you said you were friends?
Now it sure as hell don't look like it
You betrayed me
And I know that you'll never feel sorry
For the way I hurt, yeah
You talked to her when we were together
Loved you at your worst but that didn't matter
It took you two weeks to go off and date her
Guess you didn't cheat, but you're still a traitor"
4RVwu0g32PAqgUiJoXsdF8,0.332,0.225,0,-8.697,1,0.0348,0.767,0.00349,0.128,0.297,81.055,298899,3,"You call me again, drunk in your Benz
Drivin' home under the influence
You scared me to death but I'm wastin' my breath
'Cause you only listen to your fuckin' friends

I don't relate to you
I don't relate to you, no
'Cause I'd never treat me this shitty"
00Blm7zeNqgYLPtW6zg8cj,0.687,0.781,1,-4.806,1,0.053,0.0361,0,0.0755,0.688,97.014,193507,4,"Na-na-na-na, na-na
Na-na-na-na, oh no
Yeah, yeah

Said you love me, but I don't care
That I broke my hand on the same wall
That you told me that he fucked you on (oh)
You think it's so easy fucking with my feelings
I got one coming over and one right now (uh)
One right now
(One right now, one right now, oh-oh-oh)
I got one coming over and one right now

Said you want to have my babies
I fucked you so good, you should pay me
Don't call me ""baby"" when you did me so wrong
(When you did me so wrong)
But I got over what you did already
Body for body, so petty
How many of your friends fit in my Rolls? (Can you fit in my Rolls?)"
2K7xn816oNHJZ0aVqdQsha,0.575,0.568,9,-5.509,0,0.03,0.0484,0.000417,0.286,0.37,93.986,206280,4,"You've been my muse for a long time
You get me through every dark night
I'm always gone, out on the go
I'm on the run and you're home alone
I'm too consumed with my own life

Are we too young for this?
Feels like I can't move

Sharing my heart
It's tearing me apart
But I know I'd miss you, baby, if I left right now
Doing what I can, tryna be a man
And every time I kiss you, baby
I can hear the sound of breaking down

I've been confused as of late (yeah)
Watching my youth slip away (yeah)"
1SOClUWhOi8vHZYMz3GluK,0.671,0.673,11,-6.941,0,0.0444,0.148,5.29e-05,0.304,0.494,121.963,237720,4,"Down to earth
Keep 'em falling when I know it hurts
Going faster than a million miles an hour
Trying to catch my breath some way, somehow
Down to earth
It's like I'm frozen, but the world still turns
Stuck in motion, but the wheels keep spinning 'round
Moving in reverse with no way out

And now I'm one step closer to being
Two steps far from you
And everybody wants you
Everybody wants you

How many nights does it take to count the stars?
That's the time it would take to fix my heart
Oh, baby, I was there for you
All I ever wanted was the truth, yeah, yeah
How many nights have you wished someone would stay?"
7EkWXAI1wn8Ii883ecd9xr,0.345,0.941,9,-9.918,1,0.0466,3.84e-05,0.633,0.0511,0.407,179.626,147062,4,"Hoy no tengo ganas de arrancarme la cabeza
De arruinar mi existencia, de negar a dios
Hoy no quiero cicatrices en mi sucio corazón
Hoy no quiero ruido en las promesas de mi religión

Las palabras que se digan serán de un arte mas natural
Nada de poesía, nada de mi mundo irreal
Para que tentar a tanta suerte, para que llorar
Con tan solo un discurso turbio puedo reventar

Uh esta realidad
Es tan negra que no hay necesidad

Tu haz de ser yo, tu
Esta realidad azul
"
5nujrmhLynf4yMoMtj8AQF,0.702,0.825,6,-3.787,0,0.0601,0.00883,0,0.0674,0.915,102.977,203064,4,"Billboard Baby, Dua Lipa make 'em dance when it come on
Everybody lookin' for a dance floor to run on

If you wanna run away with me, I know a galaxy
And I can take you for a ride
I had a premonition that we fell into a rhythm
Where the music don't stop for life
Glitter in the sky, glitter in my eyes
Shining just the way I like
If you're feeling like you need a little bit of company
You met me at the perfect time

You want me, I want you, baby
My sugarboo, I'm levitating
The Milky Way, we're renegading
Yeah, yeah, yeah, yeah, yeah

I got you, moonlight, you're my starlight
I need you all night, come on, dance with me
I'm levitating
You, moonlight, you're my starlight (you're the moonlight)
I need you all night, come on, dance with me
I'm levitating

I'm one of the greatest, ain't no debatin' on it (let's go)
I'm still levitating, I'm heavily medicated
Ironic I gave 'em love, and they end up hatin' on me (go)
She told me love me, and she been waitin'
Been fightin' hard for your love, and I'm runnin' thin on my patience
Needin' someone to hug, even took it back to the basics

You see what you got me out here doin'? (Yeah)
Might've threw me off, but can't nobody stop the movement (uh-uh)"
1nH2PkJL1XoUq8oE6tBZoU,0.735,0.795,11,-6.523,0,0.113,0.0296,3.18e-05,0.0678,0.905,122.0,188918,4,"It's a human sign
When things go wrong
When the scent of her lingers
And temptation's strong

Into the boundary
Of each married man
Sweet deceit comes calling
And negativity lands

Cold cold heart
Hard done by you
Some things look better, baby
Just passing through

And it's no sacrifice
Just a simple word
It's two hearts living
In two separate worlds
But it's no sacrifice
No sacrifice
It's no sacrifice at all"
10hMM5nsZQf66ldBlgWBfG,0.348,0.652,3,-7.145,1,0.0931,0.0165,0.000264,0.33,0.172,70.956,192987,4,"Oh
Taking it all for us
Taking it all
Taking it all for us
Oh
Doing it all for love
Doing it all
Doing it all for love

Taking it all for us, all
Doing it all for love
(Doing it all) Yeah-eh, yeah-eh, eh

Too much in my system (famine, famine)
Money MIA (pockets hella empty)
Mama making ends meet (making ends meet)
Working like a slave (Mississippi, aye-aye)
Daddy ain't at home, no (Father, Father)"
0RiRZpuVRbi7oqRdSMwhQY,0.755,0.522,2,-4.368,1,0.0575,0.533,0,0.0685,0.925,89.96,157560,4,"Aye, aye, aye, aye
Ooh, ooh, ooh, ooh
Aye, aye
Ooh, ooh, ooh, ooh

Needless to say, I keep her in check
She was all bad-bad, nevertheless
Callin' it quits now, baby, I'm a wreck
Crash at my place, baby, you're a wreck

Needless to say, I'm keepin' her in check
She was all bad-bad, nevertheless
Callin' it quits now, baby, I'm a wreck
Crash at my place, baby, you're a wreck

Thinkin' in a bad way, losin' your grip
Screamin' at my face, baby don't trip
Someone took a big L, don't know how that felt
Lookin' at you sideways, party on tilt"
7H0ya83CMmgFcOhw0UB6ow,0.508,0.792,0,-7.311,0,0.0297,0.229,0.124,0.145,0.601,147.067,320467,4,"It was late at night
You held on tight
From an empty seat
A flash of light
It will take a while
To make you smile
Somewhere in these eyes"
7BbaIYAdi3pg4MGl6PHwPv,0.693,0.575,2,-7.633,1,0.0906,0.121,0,0.104,0.353,138.016,160052,4,"Yeah, my money big body, my money Tonka
No, I don't need you, I really don't want you (damn, Trgc made that?)
My money be twerkin', my money do dances (whoa)
Yeah, shut up
I already heard you, I don't wanna answer
You ruin everything you touch, you a cancer (yeah, yeah)

Yeah, I'm on the side where we win, no
You not that guy 'cause I'm him, yeah
I ride that big body right out the lot, it's a GLE, came with a tint
I don't wanna hear none of the shit that you sayin', you cap out your chinny-chin-chin (none)
I'm rockin' the latest designer, the finest of fur, that's that chinchilla skin (yeah)

They tryna copy the wave and I told them they can't even surf a wave on it, yeah
They steady been copying my sound, they some birds, they a parrot if I'm being honest, yeah
Why you been cappin' 'bout your whole life? (Yeah)
How is you rappin' 'bout a whole lie? (How?)
How you stay rappin' 'bout these damn drugs you ain't ever tried once your whole life? (Cap)
"
0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040,4,
4VXIryQMWpIdGgYR4TrjT1,0.671,0.529,0,-7.226,1,0.307,0.0769,0.000335,0.0856,0.203,161.989,165820,4,"They're rotting my brain, love
These hoes are the same

I admit it, another hoe got me finished
Broke my heart, oh no, you didn't
Fuck sippin', I'ma down a whole bottle
Hard liquor, hard truth, can't swallow
Need a bartender, put me out of my sorrow
Wake up the next day in the Monte Carlo
With a new woman, tell me she from Colorado
And she love women, she'll be gone by tomorrow

Who am I kiddin'?
All this jealousy and agony that I sit in
I'm a jealous boy, really feel like John Lennon
I just want real love, guess it's been a minute"
3Kkjo3cT83cw09VJyrLNwX,0.534,0.725,1,-3.906,1,0.046,0.091,0,0.0264,0.55,88.098,225149,4,"Nothing can pull me away
From your embrace
I'm not going anywhere
Here we go again
I hear the sound of pain
Flowing slowly through my veins
Oh God

Help me, help me
Oh I don't know how to breathe, for real
(Don't know how to breathe)
Set me free, set me free
This craving is gonna be deadly
(Almost gonna be)
I know that you're only playin'
I hate it so much I love it
What would be the repercussions if I let you inside me?
It's so dangerous I want it
Guess you got me where you want me
I don't care that I'm addicted

Oh my God (oh, God)
She took me to the sky
(Sky, sky, sky)
Oh my God (oh, God)"
6HU7h9RYOaPRFeh0R3UeAr,0.442,0.612,2,-7.222,1,0.112,0.584,5.7e-06,0.37,0.178,180.917,215507,4,
5E30LdtzQTGqRvNd7l6kG5,0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,260173,4,"Take you like a drug
Taste you on my tongue

Ask me what I'm thinking about
I'll tell you that I'm thinking about
Whatever you're thinking about
Tell me something that I won't forguet
And you might have to tell me again
It's crazy what you do for a friend
Go ahead and cry little girl
Nobody does it like you to
I know how much it matters to you
I know that you got daddy issues
And if you were my little girl
I'd do whatever I could do
I'd run away and hide with you
I love that you got daddy issues, And I do too
Daddy stuck around but he wasn't present
Cheated on your mom but she never left him
First I didn't get it, now I understand
He broke her heart, left money in her hands"
5wANPM4fQCJwkGd4rN57mH,0.561,0.431,10,-8.81,1,0.0578,0.768,1.42e-05,0.106,0.137,143.875,242013,4,"I got my driver's license last week
Just like we always talked about
'Cause you were so excited for me
To finally drive up to your house
But today I drove through the suburbs
Crying 'cause you weren't around

And you're probably with that blonde girl
Who always made me doubt
She's so much older than me
She's everything I'm insecure about
Yeah, today I drove through the suburbs
'Cause how could I ever love someone else?

And I know we weren't perfect but I've never felt this way for no one"
2gQPv5jvVPqU2a9HhMNO1v,0.594,0.612,8,-6.627,0,0.363,0.835,0,0.461,0.687,179.629,168020,4,"All my friends are toxic, all ambitionless
So rude and always negative I need
New friends, but it's not that quick and
Easy
Oh, I'm drowning, let me breathe I'm better off all by myself
Though I'm feelin' kinda empty without somebody
Else
Oh, I hear you cryin' out for help
But you never showed for me when I was ringin' your cell phone
Oh, you don't know how it feels to be alone
Baby, oh, I'll make you know, I'll make you know, oh
But life is immaculate, backin' it up a bit
Countin' my hours and knocking on wood
Avoiding my opposites,
Chewin' on chocolate Had a bit limited time, but I should
Be good for a minute, don't want to admit it"
4heBcjj4Lw3X2sQVFNbLbz,0.898,0.58,8,-7.632,0,0.26,0.0101,0,0.169,0.661,84.018,204286,4,"Why you bring that money to the Klub if you aint throwing it.
How you naked on the gram but in person you aint showing it

Why you go against the gang you kant beat em nigga join it.
Aint tap in when you got 2 cali, got yo ass exstorted

Brand new coupe I floor it, brand new bitch gotta hore it
Brand new Glock, I adore it,
Have a nigga running like forest

V I p, im very important, in the hood I aint never no tourist.
Got the drop on a opp we dora explore it, ayeeeee

Yg from the streets, yg went legit
YG lit, yg start a business with yo bitch

50 bitches flew to Cabo, YG a trip
YG think he Kanye west, he got his own kicks

Whoa, fresh out a pandemic but I aint rusty
Whoa, have a baby by bitch come be lucky

Whoa, Bitch ima throw it all, all the strippers love me
Whoa, Walk in best dressed but I aint no kid cudi

(Girls)
Girl did he just say what I think he did?
Yass bitch, yassss

Talkin like you lit yo bitch bet not be ugly
Pull up with a 10, her waste slim, ass chubby
"
2eAvDnpXP5W0cVtiI0PUxV,0.609,0.692,1,-2.958,1,0.0259,0.0157,0,0.0864,0.454,116.959,233720,3,"Maybe it's the way you say my name
Maybe it's the way you play your game
But it's so good, I've never known anybody like you
But it's so good, I've never dreamed of nobody like you
And I've heard of a love that comes once in a lifetime
And I'm pretty sure that you are that love of mine
'Cause I'm in a field of dandelions
Wishing on every one that you'll be mine, mine
And I see forever in your eyes
I feel okay when I see you smile, smile
Wishing on dandelions all of the time
Praying to God that one day you'll be mine
Wishing on dandelions all of the time, all of the time
I think that you are the one for me"
0P2P1AxcRYhiZvoF5MyRmM,0.688,0.842,2,-4.211,1,0.264,0.0499,0,0.241,0.416,159.897,185856,4,"Yeah, yuh ay
The rumors gonna go
I'm might go insane
Bitches gonna talk
So stay out of my lane
Bitches like to hoe
I'm so high I must sing
Yeah bitches like to hoe
So stay out of my lane
I'm lost again
But I found myself
So stop saying this
I can't live without you

Yeah she wanna ball
Shawty wanna bang
Got a brand new rag
Dimaonds, only raf
Diamonds roller blade
Diamonds yeh they aight
My whip on a ike
Ride me like a bike
100 thousand bag
That's the shit I like
That's the shit I like
That's the shit I like

I'm Lost again
But I found myself
So stop saying this"
4X25mFLehFnxa1TwtLKcE2,0.515,0.467,11,-10.623,1,0.0494,0.633,0,0.107,0.346,114.532,278440,4,"你要記住信任你自己 任性得很動人
你要記住你是最獨有 就算幾多缺陷
你要記住有自信心 面對膚淺世人
個個對你怎批判 對你怎醜化 我也會找出美感

你聽得到la... la... la... la... la... 怎唱也好 你缺點都這樣好
如何彈la... la... la... la... la... 怎唱也好 有信心一切便好
為情人而驕傲 何其驕傲 看你很多角度 個個美好的構圖
一絲絲優點都會看出仰慕 最佳的信徒
"
2HbKqm4o0w5wEeEFXm2sD4,0.716,0.531,7,-7.355,1,0.122,0.0703,0,0.224,0.344,71.994,386907,4,"Me and my niggas tryna get it, ya bish (ya bish, ya bish)
Hit this house lick tell me is you with it, ya bish (ya bish, ya bish)
Home invasion was persuasive (was persuasive, was persuasive)
From nine to five I know its vacant, ya bish (ya bish, ya bish)
Dreams of living life like rappers
Do (like rappers do, like rappers do)
Back when condom wrappers wasn't
Cool (they wasn't cool, they wasn't cool)
I fucked Sherane then went to tell my bros (tell my bros, tell my bros
Then Usher Raymond ""Let it Burn"" came on
(""Let it Burn"" came on, ""Let it Burn"" came on)
Hot sauce all in our Top Ramen, ya bish (ya bish, ya bish)
Parked the car then we start rhyming, ya bish (ya bish, ya bish)
The only thing we had to free our mind (free our mind, free our mind)
Then freeze that verse when we see
Dollar signs (dollar signs, dollar signs)
You looking like an easy come up, ya bish (ya bish, ya bish)
A silver spoon I know you come from, ya bish (ya bish, ya bish)
And that's a lifestyle that we
Never knew (we never knew, we never knew)
Go at a reverend for the revenue

It go Halle Berry or hallelujah
Pick your poison tell me what you do
Everybody gon' respect the shooter
But the one in front of the gun lives
Forever (the one in front of the gun forever)
And I been hustlin' all day, this a way, that a way
Through canals and alleyways, just to say
Money trees is the perfect place for
Shade and that's just how I feel (now, now)
A dollar might, just fuck your main bitch that's just how I feel (now)
A dollar might,
Say fuck them niggas that you came
With that's just how I feel (now, now)
A dollar might,
Just make that lane switch that's just how I feel (now)
A dollar might,
Turn to a million and we all rich that's just how I feel

Dreams of living life like rappers
Do (like rappers do, like rappers do)
Bump that new E-40 at the school
(Way at the school, way at the school)
You know big ballin' with my homies (my homies)"
2Xr1dTzJee307rmrkt8c0g,0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005,145800,4,"Yeah
My baby, my valentine
Girl na you dey make my temperature dey rise
If you leave me I go die, I swear
You are like the oxygen I need to survive
I'll be honest, your loving dey totori me
I am so obsessed
I want to chop your nkwobi

Ule, your body dey gbakam isi
Ule, open am make I see
Ule, nyem love nwantiti
Wey fit make a bad man sing, oh, ah-ah-ah

Ah-ah-ah-ah, ah ah
Ah-ah-ah-ah, ah ah
Ah-ah-ah-ah
Ah-ah-ah-ah, ah ah
Ah-ah-ah-ah, ah ah
Ah-ah-ah-ah
Ah-ah-ah-ah, ah ah
Ah-ah-ah-ah, ah ah"
